prefix	equation
* (+ 7 10) 8	I would like to know what is 7 added with ten times 8?
- (+ 7 5) 2	I want to calculate 7 plus 5 extracted by two?
- (/ 6 1) 2	what is 6 divided by one extracted by 2?
* (- 5 2) 7	I want to calculate 5 minus two * 7?
/ (* 5 3) 8	I would like to know what is five * 3 divided by 8?
- (+ 1 10) 5	I would like to know what is one + ten extracted by five?
* (- 4 2) 4	what is 4 - 2 * four?
* (- 7 3) 5	I would like to know what is 7 minus 3 multiplied by five?
/ (+ 10 4) 8	How many is 10 added with 4 / 8?
- (/ 1 5) 4	what is 1 / five - four?
* (/ 2 5) 10	I would like to know what is two / 5 * 10?
* (/ 3 9) 5	what is three / 9 * 5?
+ (- 5 8) 5	I want to calculate five - 8 added with 5?
+ (* 8 1) 10	I want to calculate eight * one + 10?
* (- 7 1) 4	How many is 7 minus 1 multiplied by four?
+ (* 9 1) 5	I want to calculate 9 * 1 added with five?
/ (- 10 3) 8	How many is ten minus three divided by 8?
+ (+ 10 3) 5	I want to calculate ten + 3 added with 5?
+ (+ 2 5) 10	I would like to know what is 2 plus 5 + 10?
- (+ 9 7) 3	I would like to know what is 9 plus 7 - 3?
/ (- 5 1) 9	I would like to know what is 5 minus one / nine?
+ (+ 6 10) 4	How many is 6 plus ten + 4?
+ (* 2 1) 6	I want to calculate two times one plus 6?
- (- 3 5) 8	I want to calculate 3 extracted by five minus eight?
+ (+ 3 6) 9	How many is 3 plus 6 added with nine?
/ (- 3 10) 9	I would like to know what is three minus ten divided by 9?
- (+ 1 10) 6	I would like to know what is 1 + 10 extracted by six?
+ (- 10 2) 2	How many is ten minus two + two?
- (/ 4 3) 10	what is four / 3 extracted by ten?
- (* 7 8) 3	I would like to know what is 7 * 8 - 3?
- (+ 4 2) 6	I would like to know what is four plus two minus six?
- (- 8 10) 10	How many is 8 minus 10 - ten?
- (- 2 4) 9	How many is two extracted by four minus nine?
+ (- 3 4) 10	How many is 3 minus 4 + ten?
/ (/ 2 1) 10	I want to calculate two divided by one divided by 10?
/ (/ 7 1) 5	I want to calculate 7 divided by one divided by five?
* (+ 1 2) 4	I want to calculate one + two * 4?
* (* 10 9) 9	what is ten times 9 * 9?
- (- 6 9) 10	I would like to know what is six - 9 minus ten?
- (/ 7 9) 10	what is 7 divided by 9 - 10?
* (/ 7 4) 4	I want to calculate 7 divided by 4 * 4?
+ (/ 3 4) 8	I want to calculate 3 / four plus eight?
* (/ 1 8) 3	How many is one / eight times 3?
* (+ 9 1) 10	How many is 9 + one times ten?
/ (* 5 8) 6	How many is five multiplied by eight divided by six?
/ (* 2 4) 8	I would like to know what is 2 * four / eight?
- (+ 5 4) 4	I want to calculate 5 plus 4 minus 4?
+ (* 3 2) 8	I want to calculate 3 times 2 added with eight?
- (/ 10 5) 3	I want to calculate 10 divided by 5 - three?
- (- 10 7) 9	How many is 10 minus 7 minus 9?
/ (+ 7 1) 5	How many is 7 + one / five?
+ (- 1 3) 10	How many is 1 extracted by three + 10?
- (- 7 4) 10	How many is seven minus four - 10?
/ (- 1 10) 9	How many is 1 - ten / nine?
* (/ 6 5) 4	what is six / five multiplied by 4?
/ (- 7 7) 3	I want to calculate seven extracted by seven / three?
/ (* 9 3) 4	what is nine times 3 / 4?
/ (/ 1 6) 5	what is one divided by 6 / five?
+ (/ 7 8) 9	How many is 7 divided by eight + nine?
/ (- 4 6) 5	I would like to know what is four minus 6 divided by 5?
+ (- 6 3) 9	How many is 6 extracted by 3 plus nine?
* (/ 5 1) 10	I would like to know what is five / one multiplied by 10?
* (- 9 10) 1	I want to calculate nine extracted by ten multiplied by one?
- (+ 1 8) 8	I would like to know what is 1 added with eight extracted by eight?
/ (+ 7 5) 3	I would like to know what is 7 plus 5 divided by 3?
/ (* 8 4) 3	what is eight multiplied by four / three?
* (- 1 7) 7	I would like to know what is one minus 7 * seven?
* (- 3 6) 9	I want to calculate 3 - six multiplied by nine?
+ (* 9 3) 1	How many is 9 multiplied by 3 plus 1?
/ (+ 10 7) 4	I would like to know what is 10 plus 7 divided by four?
- (+ 10 9) 3	what is ten added with nine minus three?
/ (+ 4 7) 4	I want to calculate four + 7 / 4?
* (* 4 1) 7	How many is 4 multiplied by one times 7?
/ (* 2 8) 10	what is 2 times 8 divided by 10?
+ (/ 10 6) 5	I would like to know what is ten divided by 6 added with 5?
* (/ 1 10) 3	what is one divided by ten * three?
/ (* 4 1) 9	I want to calculate four times 1 / nine?
+ (- 8 5) 10	what is eight minus five plus ten?
* (+ 2 2) 4	what is two added with two * four?
/ (* 6 3) 1	I want to calculate 6 * 3 divided by 1?
/ (+ 10 10) 1	How many is ten + ten divided by 1?
+ (/ 6 5) 9	I would like to know what is 6 divided by five plus nine?
/ (- 7 7) 10	what is seven minus 7 divided by 10?
+ (/ 3 5) 6	what is 3 / five added with six?
/ (/ 10 7) 5	How many is 10 divided by seven divided by 5?
- (- 8 2) 10	How many is eight - 2 - ten?
* (* 5 1) 3	I want to calculate five times one times three?
- (/ 9 6) 9	I want to calculate nine divided by six - 9?
- (* 7 4) 1	How many is seven times 4 - 1?
/ (* 7 6) 8	I would like to know what is seven multiplied by six divided by 8?
- (+ 4 7) 3	I want to calculate four + 7 - 3?
* (* 5 5) 8	what is five * 5 * eight?
- (* 1 7) 9	How many is 1 * 7 - nine?
/ (* 4 3) 10	I would like to know what is 4 multiplied by three / 10?
- (* 4 2) 10	what is four multiplied by 2 extracted by ten?
+ (- 2 9) 10	what is two minus 9 plus 10?
+ (/ 5 3) 5	what is five divided by 3 + 5?
+ (- 10 10) 6	How many is 10 extracted by 10 + 6?
/ (- 9 7) 6	what is 9 - seven divided by six?
/ (- 3 1) 1	How many is 3 - 1 / 1?
/ (/ 5 9) 5	what is 5 divided by nine divided by five?
* (+ 2 3) 7	How many is 2 + three multiplied by 7?
- (* 10 2) 3	I would like to know what is 10 multiplied by two extracted by 3?
/ (* 1 10) 5	How many is 1 times 10 / five?
- (+ 4 4) 9	what is four + 4 minus 9?
- (* 4 5) 9	what is 4 * five - 9?
* (+ 9 2) 3	How many is nine plus 2 * 3?
- (/ 1 4) 7	How many is 1 divided by 4 - seven?
* (+ 8 6) 1	I want to calculate eight plus six times 1?
- (* 1 4) 4	How many is one times 4 minus 4?
* (* 6 4) 3	I want to calculate 6 times 4 times three?
/ (* 2 1) 3	How many is 2 * one divided by three?
/ (- 4 10) 4	I would like to know what is 4 extracted by ten / 4?
/ (+ 3 5) 5	I would like to know what is 3 added with 5 divided by five?
+ (+ 3 6) 9	I want to calculate three + 6 plus nine?
/ (+ 7 9) 8	I want to calculate seven plus 9 / eight?
- (+ 9 6) 7	How many is 9 plus 6 - 7?
+ (/ 9 8) 5	I would like to know what is nine divided by eight + five?
+ (+ 10 6) 2	I would like to know what is ten plus 6 plus 2?
+ (+ 1 6) 7	I would like to know what is one added with 6 added with seven?
/ (* 5 5) 1	How many is 5 multiplied by five / 1?
- (* 8 6) 6	I would like to know what is eight times six extracted by 6?
/ (* 8 6) 1	what is eight times 6 / 1?
+ (+ 8 3) 5	How many is 8 plus three added with 5?
- (+ 8 9) 6	I would like to know what is eight + 9 - 6?
+ (/ 9 6) 4	what is nine divided by six + 4?
* (+ 3 4) 8	How many is three plus four * 8?
- (* 7 3) 7	I want to calculate 7 * three minus 7?
/ (+ 7 6) 9	what is 7 + six divided by 9?
/ (+ 2 10) 10	How many is two added with 10 / ten?
+ (+ 1 2) 8	How many is 1 + 2 added with 8?
- (- 9 5) 2	How many is nine minus five extracted by two?
/ (* 1 6) 3	I would like to know what is one times six divided by three?
- (/ 2 6) 4	I want to calculate 2 divided by six minus 4?
- (- 10 9) 9	How many is 10 extracted by 9 extracted by nine?
+ (+ 2 8) 9	what is 2 plus eight plus nine?
- (* 7 1) 3	I want to calculate seven multiplied by 1 minus 3?
+ (- 7 3) 6	How many is 7 - 3 added with 6?
/ (+ 7 1) 4	I want to calculate seven plus 1 divided by four?
/ (- 1 1) 9	I would like to know what is one minus 1 / nine?
* (- 6 7) 4	I would like to know what is six minus 7 times four?
/ (- 2 8) 1	I want to calculate 2 - 8 / 1?
/ (- 7 1) 2	what is 7 minus one divided by two?
* (/ 3 4) 4	I want to calculate three divided by four times four?
- (- 10 2) 6	I would like to know what is ten minus 2 extracted by 6?
- (- 10 5) 8	I want to calculate ten minus five minus 8?
+ (* 10 5) 5	what is ten times 5 + 5?
+ (- 7 1) 9	I would like to know what is seven minus one + 9?
* (+ 5 7) 1	I would like to know what is 5 + seven times one?
/ (/ 2 8) 10	I would like to know what is two / 8 / ten?
+ (+ 10 6) 10	I want to calculate 10 + six plus ten?
/ (- 8 9) 10	I would like to know what is 8 - nine / 10?
* (/ 8 2) 6	I would like to know what is eight / 2 multiplied by 6?
/ (- 9 1) 9	what is nine extracted by 1 / 9?
+ (* 9 7) 2	what is nine times seven added with 2?
- (* 4 4) 10	I would like to know what is 4 multiplied by 4 - ten?
- (* 5 8) 7	what is five multiplied by eight - seven?
+ (- 1 3) 10	what is 1 minus three + ten?
+ (/ 9 1) 6	what is 9 / one plus 6?
/ (+ 10 9) 8	what is ten added with nine / 8?
/ (* 9 2) 8	what is 9 times 2 / eight?
- (+ 4 2) 7	what is 4 + 2 extracted by 7?
/ (+ 7 6) 1	I want to calculate 7 added with six / one?
+ (+ 2 4) 8	How many is two plus 4 plus eight?
- (+ 1 6) 8	I would like to know what is 1 plus 6 - eight?
/ (/ 7 5) 10	I want to calculate seven divided by five / ten?
+ (/ 8 8) 9	what is 8 / eight plus 9?
- (* 8 8) 8	I want to calculate 8 times eight extracted by eight?
* (+ 2 3) 5	How many is two plus three multiplied by five?
+ (* 7 6) 4	How many is 7 * six + 4?
+ (+ 9 1) 4	I would like to know what is nine added with 1 added with 4?
/ (+ 6 8) 3	I would like to know what is six added with 8 / three?
* (/ 9 4) 10	what is nine / 4 times 10?
/ (+ 3 5) 10	How many is 3 plus five / ten?
+ (- 4 3) 5	How many is 4 - 3 plus five?
/ (+ 8 5) 2	I would like to know what is eight added with 5 / 2?
* (* 4 3) 7	I would like to know what is four multiplied by 3 multiplied by seven?
- (* 8 2) 6	I want to calculate 8 * two extracted by six?
/ (/ 2 3) 9	How many is 2 divided by three divided by 9?
* (/ 1 2) 7	I would like to know what is one divided by 2 times seven?
* (* 6 1) 7	How many is six multiplied by one * seven?
* (- 7 10) 8	I want to calculate 7 - 10 times 8?
* (* 2 2) 5	I want to calculate two times 2 * 5?
- (/ 2 8) 9	I would like to know what is 2 / 8 extracted by nine?
/ (- 4 10) 8	I would like to know what is four extracted by ten / 8?
+ (* 5 9) 4	How many is five multiplied by 9 + four?
/ (/ 10 9) 9	what is ten / nine divided by nine?
+ (+ 7 10) 6	I would like to know what is 7 + ten + six?
* (+ 2 3) 9	How many is 2 + three multiplied by nine?
+ (- 6 10) 5	I would like to know what is 6 extracted by 10 added with 5?
* (/ 5 3) 6	what is 5 divided by 3 * 6?
/ (- 8 5) 10	How many is 8 extracted by 5 / 10?
/ (- 7 6) 5	I want to calculate 7 minus 6 divided by five?
* (/ 6 4) 3	I would like to know what is six / four * three?
+ (/ 9 9) 3	I would like to know what is nine divided by nine + 3?
* (* 6 3) 1	I want to calculate 6 multiplied by three multiplied by 1?
- (* 9 3) 10	I want to calculate 9 times 3 minus 10?
/ (* 4 4) 3	what is 4 times 4 divided by three?
- (/ 9 9) 8	How many is 9 / 9 extracted by eight?
* (- 1 6) 2	I would like to know what is one extracted by six multiplied by two?
* (* 6 3) 10	what is six * three multiplied by ten?
- (/ 2 2) 3	I want to calculate 2 divided by two - three?
* (* 1 10) 5	I would like to know what is one * 10 * 5?
/ (* 1 8) 2	I want to calculate one * eight / two?
* (+ 3 10) 3	I would like to know what is three + ten * 3?
* (- 5 4) 2	I want to calculate five - four times two?
- (+ 5 8) 3	I would like to know what is five plus eight minus 3?
- (/ 5 3) 3	what is five / three minus 3?
- (* 8 2) 3	what is 8 times 2 - three?
* (- 6 7) 7	How many is six minus 7 * 7?
+ (/ 8 5) 1	I want to calculate eight / 5 plus 1?
* (- 7 4) 7	I would like to know what is seven extracted by four * seven?
* (* 8 5) 10	I want to calculate 8 times 5 multiplied by 10?
+ (- 1 2) 5	How many is 1 - two + 5?
- (/ 5 2) 6	what is 5 / two minus 6?
+ (+ 3 1) 5	what is three plus 1 plus 5?
/ (/ 10 2) 7	what is ten divided by two / 7?
+ (* 4 3) 9	How many is four multiplied by 3 plus 9?
+ (* 2 7) 9	How many is two multiplied by 7 added with 9?
+ (+ 8 2) 5	I would like to know what is 8 added with 2 plus 5?
* (* 4 6) 5	How many is 4 times six * 5?
+ (- 2 9) 10	How many is 2 extracted by 9 + 10?
* (+ 5 5) 6	I would like to know what is 5 + five multiplied by 6?
+ (- 7 6) 7	How many is seven extracted by six + seven?
* (/ 5 8) 9	I want to calculate five divided by eight multiplied by nine?
+ (/ 8 2) 7	I want to calculate 8 divided by 2 plus 7?
/ (/ 10 5) 1	what is 10 / 5 / 1?
* (+ 3 10) 4	what is three added with ten times four?
+ (/ 3 10) 9	what is 3 divided by ten plus nine?
+ (/ 7 7) 1	I would like to know what is seven / seven added with one?
+ (+ 1 1) 3	I want to calculate one + one plus three?
- (* 1 8) 7	I want to calculate 1 multiplied by eight - seven?
+ (- 8 9) 4	How many is eight - nine added with four?
- (- 8 9) 1	How many is 8 minus nine - 1?
- (/ 4 1) 9	I want to calculate 4 divided by 1 - nine?
/ (* 6 1) 7	I want to calculate 6 multiplied by one divided by 7?
* (* 8 9) 1	what is 8 times 9 multiplied by 1?
/ (- 7 3) 1	How many is 7 minus 3 / 1?
+ (/ 9 4) 4	I want to calculate 9 / four added with 4?
+ (* 1 2) 10	I want to calculate one * 2 plus ten?
- (- 1 9) 3	I would like to know what is one extracted by nine extracted by three?
* (* 8 2) 1	what is 8 times 2 multiplied by 1?
/ (- 5 5) 7	I would like to know what is five - five / 7?
/ (- 4 2) 2	what is 4 extracted by 2 divided by 2?
+ (* 8 1) 3	what is eight times one + 3?
+ (* 2 5) 10	I would like to know what is two multiplied by 5 + ten?
- (+ 9 1) 5	How many is nine added with 1 - 5?
* (/ 9 10) 1	I want to calculate 9 / 10 times 1?
+ (* 9 6) 10	what is 9 * six added with ten?
- (* 10 2) 6	what is ten * 2 - six?
* (+ 4 3) 10	How many is four + three times ten?
+ (/ 4 8) 5	I would like to know what is four divided by 8 plus five?
+ (* 9 2) 3	what is 9 * two plus three?
/ (+ 6 1) 2	I want to calculate 6 added with 1 / 2?
* (/ 7 2) 10	I want to calculate seven / 2 multiplied by 10?
/ (+ 1 4) 6	what is 1 added with four divided by six?
* (* 7 5) 6	How many is seven multiplied by 5 multiplied by six?
+ (- 9 3) 10	I want to calculate nine minus 3 plus ten?
/ (* 1 10) 10	what is one times 10 / 10?
/ (- 6 10) 3	How many is 6 - ten divided by 3?
+ (/ 7 7) 2	I want to calculate 7 / 7 + two?
- (- 7 1) 6	How many is 7 - 1 extracted by six?
+ (+ 8 6) 1	what is 8 added with six + one?
- (* 6 2) 4	what is 6 * two - 4?
+ (/ 3 1) 5	I would like to know what is 3 / 1 + 5?
/ (* 6 9) 2	I would like to know what is six multiplied by 9 / 2?
* (/ 4 6) 8	How many is 4 / six times eight?
- (+ 6 2) 1	How many is six plus 2 extracted by 1?
* (+ 5 7) 9	I want to calculate five added with seven times nine?
* (* 9 3) 6	How many is nine multiplied by 3 multiplied by 6?
+ (- 9 5) 3	How many is nine minus 5 added with 3?
+ (- 9 3) 5	How many is nine - three added with five?
- (* 8 7) 10	I want to calculate eight times 7 minus 10?
- (/ 7 4) 4	How many is seven / four extracted by 4?
* (+ 7 8) 2	I would like to know what is 7 + 8 multiplied by 2?
+ (* 4 8) 6	I would like to know what is four times 8 + 6?
- (* 10 10) 2	How many is 10 times 10 extracted by 2?
+ (* 2 9) 5	How many is two * 9 added with five?
/ (+ 3 4) 10	I would like to know what is three + four / 10?
- (* 1 4) 2	I would like to know what is 1 times four extracted by two?
+ (* 5 4) 6	How many is 5 times 4 plus six?
- (/ 5 5) 10	I would like to know what is 5 divided by five extracted by 10?
+ (- 9 9) 6	what is nine extracted by nine + six?
+ (+ 1 2) 2	what is 1 + two plus two?
- (/ 1 2) 2	I want to calculate 1 divided by 2 minus 2?
/ (+ 4 10) 8	I want to calculate four added with 10 / eight?
- (- 9 9) 5	I want to calculate 9 extracted by 9 - five?
- (/ 8 5) 8	what is eight / five - 8?
* (/ 5 10) 3	I would like to know what is 5 divided by 10 * three?
* (/ 1 5) 1	How many is 1 / five multiplied by one?
/ (* 3 10) 3	I want to calculate three * 10 divided by 3?
+ (/ 3 8) 3	I would like to know what is 3 divided by 8 plus 3?
- (* 4 1) 9	I want to calculate 4 multiplied by one - 9?
+ (/ 3 3) 3	How many is 3 / three added with three?
* (- 10 9) 4	what is ten extracted by nine times 4?
+ (* 10 3) 10	what is ten * 3 plus ten?
/ (/ 5 9) 1	I would like to know what is 5 divided by nine / 1?
+ (+ 7 6) 7	I would like to know what is 7 plus six added with seven?
* (* 10 7) 1	How many is 10 multiplied by seven multiplied by one?
+ (* 6 10) 4	I would like to know what is six times 10 plus four?
* (+ 5 7) 6	I would like to know what is five added with seven * 6?
- (- 5 2) 4	How many is 5 - 2 - 4?
/ (/ 1 7) 10	I would like to know what is 1 divided by 7 divided by 10?
* (* 1 7) 6	I want to calculate one multiplied by 7 multiplied by 6?
/ (* 1 9) 5	what is one * nine divided by 5?
/ (- 2 3) 7	I want to calculate 2 - 3 / seven?
- (+ 2 4) 3	How many is two plus four extracted by three?
/ (+ 1 4) 2	what is 1 added with four divided by two?
/ (* 2 1) 8	I would like to know what is 2 multiplied by one / eight?
+ (/ 8 9) 7	I want to calculate 8 / nine + seven?
- (+ 1 1) 7	I would like to know what is one plus 1 minus 7?
- (/ 6 5) 4	How many is 6 divided by 5 extracted by 4?
+ (/ 5 6) 2	How many is five divided by six plus 2?
+ (* 2 2) 8	what is two multiplied by two plus 8?
/ (/ 6 5) 2	I would like to know what is six / five divided by two?
* (* 7 4) 5	what is 7 * 4 multiplied by five?
/ (* 3 8) 1	what is three multiplied by 8 / 1?
/ (* 5 5) 6	I would like to know what is five multiplied by five / 6?
/ (+ 2 9) 9	what is 2 added with 9 divided by 9?
+ (+ 6 5) 3	I would like to know what is 6 added with 5 + three?
+ (+ 8 10) 1	How many is 8 added with ten plus one?
- (* 5 2) 4	I want to calculate five times two - four?
+ (* 6 2) 7	I want to calculate 6 * 2 + 7?
* (- 6 10) 2	I want to calculate 6 - 10 times two?
* (/ 5 6) 7	I want to calculate 5 / 6 times seven?
+ (* 6 10) 2	I want to calculate six multiplied by 10 + 2?
* (+ 5 10) 9	I want to calculate 5 + 10 * 9?
* (- 10 7) 2	I would like to know what is 10 - seven multiplied by 2?
/ (+ 4 7) 1	I want to calculate 4 added with seven / 1?
* (- 5 4) 6	I want to calculate 5 minus four * 6?
- (* 10 5) 7	I want to calculate 10 * 5 - 7?
/ (* 8 8) 3	what is eight * eight divided by 3?
+ (* 2 7) 9	How many is 2 * seven + nine?
- (* 8 5) 9	I would like to know what is 8 multiplied by five - 9?
+ (* 6 6) 8	I would like to know what is six * six + eight?
* (/ 6 6) 9	I want to calculate 6 divided by 6 multiplied by nine?
- (/ 6 3) 7	How many is 6 divided by 3 extracted by seven?
* (* 5 4) 6	How many is 5 times four times six?
/ (* 6 3) 7	I want to calculate 6 * 3 divided by seven?
+ (/ 3 4) 4	I would like to know what is 3 divided by four added with four?
